,paper_url,paper_title,paper_description,publication_date,tags,excluded_tags,keyword_tags,should_be_included,,,,
10,/citations?view_op=view_citation&hl=en&user=9go62_cAAAAJ&sortby=pubdate&citation_for_view=9go62_cAAAAJ:u-x6o8ySG0sC,price jump prediction in limit order book,"A limit order book provides information on available limit order prices and their volumes. Based on these quantities, we give an empirical result on the relationship between the bid-ask liquidity balance and trade sign and we show that liquidity balance on best bid/best ask is quite informative for predicting the future market order's direction. Moreover, we define price jump as a sell (buy) market order arrival which is executed at a price which is smaller (larger) than the best bid (best ask) price at the moment just after the precedent market order arrival. Features are then extracted related to limit order volumes, limit order price gaps, market order information and limit order event information. Logistic regression is applied to predict the price jump from the limit order book's feature. LASSO logistic regression is introduced to help us make variable selection from which we are capable to highlight the importance of different features in predicting the future price jump. In order to get rid of the intraday data seasonality, the analysis is based on two separated datasets: morning dataset and afternoon dataset. Based on an analysis on forty largest French stocks of CAC40, we find that trade sign and market order size as well as the liquidity on the best bid (best ask) are consistently informative for predicting the incoming price jump.",2012/4/6,['ai_keywords'],[],['regression'],No,,,,
11,/citations?view_op=view_citation&hl=en&user=Dn0Ext4AAAAJ&sortby=pubdate&citation_for_view=Dn0Ext4AAAAJ:u-x6o8ySG0sC,a new computationally efficient mamdani interval type-2 fuzzy modelling framework,"A modified center-of-sums (mCoS) type-reduction technique is proposed in this paper for constructing a data-driven Mamdani interval type-2 fuzzy modelling (MIT2FM) framework. The mCoS type-reducer is an extension of its type-1 counterpart, the center-of-sums defuzzification, which takes both the area of the scaled consequent membership function of each fired rule and its associated geometric center into account for computing the final output. Contrary to the normal center-of-sums type-reduction, the proposed approach considers the full area under the scaled consequent membership functions even if such area extends beyond the range of the output variable. This enables the commonly used Gaussian interval type-2 membership functions to be utilised in MIT2FM, the area of which has to be calculated via the improper integrals over the whole real line. Moreover, the mCoS method can make use of the mean …",2012/6/10,['ai_keywords'],[],['data driven'],Unsure,,,,
12,/citations?view_op=view_citation&hl=en&user=F2lMPBwAAAAJ&sortby=pubdate&citation_for_view=F2lMPBwAAAAJ:-f6ydRqryjwC,"digital twin technology in the rail industry: adutch qualitative case study on success factors, challenges, and future use cases","The term Digital Twin (DT) emerged in the early 2010s, but its concepts have roots dating back to the 1960s at NASA (Rajamurugu & Karthik, 2022). A DT is a virtual representation of an object or system throughout its lifecycle (Singh et al., 2021), leveraging real-time data, simulation, machine learning, and reasoning to inform decision-making (Goodwin et al., 2024). It can also influence the physical world based on changes in the virtual model. While there is no consensus on a definition of a DT, most research views it as a cyber-physical system that shares the concepts of a physical entity, a virtual model, and connections between both (Liu et al., 2022). This study aligns with the definition of a DT as"" a set of linked operation data artifacts and (simulation) models, which are of suitable granularity for their intended purpose and stakeholders and evolve throughout the product life-cycle""(Boschert & Rosen, 2016).",2024/5,['ai_keywords'],[],['machine learning'],Yes,,,,
13,/citations?view_op=view_citation&hl=en&user=F2lMPBwAAAAJ&sortby=pubdate&citation_for_view=F2lMPBwAAAAJ:hFOr9nPyWt4C,decision mining in the rail industry: a,"Top-performing organizations typically employ agile decision-making based on rigorous analysis and use these insights to improve their day-to-day operations as well as to guide future strategies (LaValle et al., 2010). However, the upfront understanding of organizational decision-making is paramount for successful business analytics implementations (Sharma et al., 2014). Therefore, these do not inherently create value, especially since the technologies should merely be seen as tools—not drivers—that aid in dealing with information overload (Edmunds & Morris, 2000). The rapid advances in information technology have led to the paradoxical condition that, even though available information is abundant, it is more difficult to extract relevant and useful information when needed (Edmunds & Morris, 2000). Nevertheless, the potential value of improved decision-making enabled by inclusion of contextual process information justifies investments in new forms of data-driven analytics (Sharma et al., 2014).A promising research area in data-driven analytics is process mining (van der Aalst & Weijters, 2004. Process mining allows not only for the investigation of causal relations between activities but also additional data attributes that enable the investigation of performance (timestamps) and workload (resources)(van der Aalst & Weijters, 2004). With the abundance of data available, it becomes increasingly relevant to critically assess and evaluate event log quality (Kherbouche et al., 2016). While research has been carried out to address these latter aspects for event logs (Fischer et al., 2020; Suriadi et al., 2017; van Wensveen, 2020), limited attempts …",2024/5,['ai_keywords'],[],['data driven'],No,,,,
14,/citations?view_op=view_citation&hl=en&user=GXTFeGEAAAAJ&sortby=pubdate&citation_for_view=GXTFeGEAAAAJ:9yKSN-GCB0IC,monthly rainfall trends in greece (1950-2012),"Trends in monthly rainfall during the period from 1950 to 2012 and the variability thereof in space and time are investigated. The time series analysed are from 120 stations and cover mainly the continental part of Greece. To estimate their trends, linear regression is used for each time series separately for:(a) the entire record length (1950-2012) and (b) for each half of the period (1950-1981 and 1982-2012). A spatially aggregated time series of rainfall over Greece is also produced and its correlations with climatic features of the northern hemisphere are explored.",2014/5,['ai_keywords'],[],['regression'],No,,,,
15,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:2osOgNQ5qMEC,"automatyczne znakowanie sensami słów [eng.: automatic wsd annotation], chapter in narodowy korpus języka polskiego [eng.: national corpus of polish]",,2012,['ai_keywords'],[],[' corpus '],Unsure,,,,
16,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:3fE2CSJIrl8C,detection of nested mentions for coreference resolution in polish," This paper describes the results of creating a shallow grammar of Polish capable of detecting multi-level nested nominal phrases, intended to be used as mentions in coreference resolution tasks. The work is based on existing grammar developed for the National Corpus of Polish and evaluated on manually annotated Polish Coreference Corpus.",2014,['ai_keywords'],[],[' corpus '],No,,,,
17,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:8k81kl-MbHgC,deliverable d5. text summarisation tools,"D5. 1 is the main deliverable of the WP5 “Summarisation” in the ATLAS project. It describes the text summarization tools for Bulgarian, German, Greek, English, Polish,",2012,['ai_keywords'],[],"['text summarisation', 'text summarization']",Unsure,,,,
18,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:MXK_kJrjxJIC,polish coreference corpus,,2013,['ai_keywords'],[],[' corpus '],No,,,,
19,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:Tyk-4Ss8FVUC,interesting linguistic features in coreference annotation of an inflectional language," This paper reports on linguistic features and decisions that we find vital in the process of annotation and resolution of coreference for highly inflectional languages. The presented results have been collected during preparation of a corpus of general direct nominal coreference of Polish. Starting from the notion of a mention, its borders and potential vs. actual referentiality, we discuss the problem of complete and near-identity, zero subjects and dominant expressions. We also present interesting linguistic cases influencing the coreference resolution such as the difference between semantic and syntactic heads or the phenomenon of coreference chains made of indefinite pronouns.",2013/10/10,['ai_keywords'],[],[' corpus '],Unsure,,,,
20,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:Zph67rFs4hoC,mention detection for coreference resolution in polish. development of the formal grammar,"This paper presents the results of an improvement and extension of the Shallow Grammar of Polish, designed for the needs of the Computer-based Methods for Coreference Resolution in Polish Texts (CORE) project. The role of the Grammar was to detect nominal groups (i.e. multi-level nested phrases) that could be considered as mentions in coreference resolution tasks. In this article, the reorganization and changes to the Grammar are described, as well as the results of an evaluation of the Polish Coreference Corpus with manual annotations of mentions and coreferential expressions. A comparison of the second version of the Grammar with an evaluation of the first version reveals an improvement to the recall and F1 measures.",2016/12/31,['ai_keywords'],[],[' corpus '],No,,,,
21,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:_kc_bZDykSQC,polish coreference corpus," The Polish Coreference Corpus (PCC) is a large corpus of Polish general nominal coreference built upon the National Corpus of Polish. With its 1900 documents from 14 text genres, containing about 540,000 tokens, 180,000 mentions and 128,000 coreference clusters, the PCC is among the largest coreference corpora in the international community. It has some novel features, such as the annotation of the quasi-identity relation, inspired by Recasens’ near-identity, as well as the mark-up of semantic heads and dominant expressions. It shows a good inter-annotator agreement and is distributed in three formats under an open license. Its by-products include freely available annotation tools with custom features such as file distribution management and annotation adjudication.",2016,['ai_keywords'],[],[' corpus '],,,,,
22,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:aqlVkmm33-oC,three-step coreference-based summarizer for polish news texts,"This article addresses the problem of automatic summarization of press articles in Polish. The main novelty of this research lays in the proposal of a three-step summarization algorithm which benefits from using coreference information.In related work section, all coreference-based approaches to summarization are presented. Then we describe in detail all publicly available summarization tools developed for Polish language. We state the problem of single-document press article summarization for Polish, describing the training and evaluation dataset: the POLISH SUMMARIES CORPUS.Next, a new coreference-based extractive summarization system NICOLAS is introduced. Its algorithm utilises advanced third-party preprocessing tools to extract the coreference information from the text to be summarized. This information is transformed into a complex set of features related to coreference concepts (mentions and …",2019/6/26,['ai_keywords'],[],[' corpus '],,,,,
23,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:d1gkVwhDpl0C,word sense disambiguation in the national corpus of polish,,2012,['ai_keywords'],[],[' corpus '],,,,,
24,/citations?view_op=view_citation&hl=en&user=HpfnZ9AAAAAJ&sortby=pubdate&citation_for_view=HpfnZ9AAAAAJ:u5HHmVD_uO8C,semantic similarity functions in word sense disambiguation," This paper presents a method of improving the results of automatic Word Sense Disambiguation by generalizing nouns appearing in a disambiguated context to concepts. A corpus-based semantic similarity function is used for that purpose, by substituting appearances of particular nouns with a set of the most closely related similar words. We show that this approach may be applied to both supervised and unsupervised WSD methods and in both cases leads to an improvement in disambiguation accuracy. We evaluate the proposed approach by conducting a series of lexical sample WSD experiments on both domain-restricted dataset and a general, balanced Polish-language text corpus.",2012,['ai_keywords'],[],[' corpus '],,,,,
25,/citations?view_op=view_citation&hl=en&user=IBCSEJYAAAAJ&sortby=pubdate&citation_for_view=IBCSEJYAAAAJ:u-x6o8ySG0sC,a broad spectrum chemokine inhibitor prevents preterm labor but not microbial invasion of the amniotic cavity or neonatal morbidity in a non-human primate model,"Leukocyte activation within the chorioamniotic membranes is strongly associated with inflammation and preterm labor (PTL). We hypothesized that prophylaxis with a broad-spectrum chemokine inhibitor (BSCI) would downregulate the inflammatory microenvironment induced by Group B Streptococcus (GBS, Streptococcus agalactiae) to suppress PTL and microbial invasion of the amniotic cavity (MIAC). To correlate BSCI administration with PTL and MIAC, we used a unique chronically catheterized non-human primate model of Group B Streptococcus (GBS)-induced PTL. In the early third trimester (128–138 days gestation; ~29–32 weeks human pregnancy), animals received choriodecidual inoculations of either: (1) saline (N = 6), (2) GBS, 1–5 × 108 colony forming units (CFU)/ml; N = 5), or (3) pre-treatment and daily infusions of a BSCI (10 mg/kg intravenous and intra-amniotic) with GBS (1–5 × 108 CFU/ml; N = 4). We measured amniotic cavity pressure (uterine contraction strength) and sampled amniotic fluid (AF) and maternal blood serially and cord blood at delivery. Cesarean section was performed 3 days post-inoculation or earlier for PTL. Data analysis used Fisher's exact test, Wilcoxon rank sum and one-way ANOVA with Bonferroni correction. Saline inoculation did not induce PTL or infectious sequelae. In contrast, GBS inoculation typically induced PTL (4/5, 80%), MIAC and fetal bacteremia (3/5; 60%). Remarkably, PTL did not occur in the BSCI+GBS group (0/4, 0%; p = 0.02 vs. GBS), despite MIAC and fetal bacteremia in all cases (4/4; 100%). Compared to the GBS group, BSCI prophylaxis was associated with significantly lower cytokine …",2020/4/30,['ai_keywords'],[],[' ml '],,,,,
26,/citations?view_op=view_citation&hl=en&user=NcuBBGAAAAAJ&sortby=pubdate&citation_for_view=NcuBBGAAAAAJ:u-x6o8ySG0sC,face recognition using local binary patterns histograms (lbph) on an fpga-based system on chip (soc),"The need for facial recognition systems that are fast and accurate is continuously increasing. In this paper, a face recognition implementation on a System on Chip (SoC), integrated with an FPGA, is presented. This implementation utilizes Local Binary Patterns Histograms to extract features from test face images and Manhattan distance to retrieve the correct match from the system's face database. The SoC utilized is a Zynq-7030. The feature extraction and the distance computations, between the database, are implemented on the FPGA. The ARM processor of the SoC is responsible for receiving the input stream and presenting the output result, using the acquired distances. Real-time face recognition, with an execution time of 8.6 ms and accuracy of 79%, is achieved through this implementation.",2016/5/23,['ai_keywords'],[],['facial recognition'],,,,,
27,/citations?view_op=view_citation&hl=en&user=NcuBBGAAAAAJ&sortby=pubdate&citation_for_view=NcuBBGAAAAAJ:u-x6o8ySG0sC,face recognition using local binary patterns histograms (lbph) on an fpga-based system on chip (soc),"The need for facial recognition systems that are fast and accurate is continuously increasing. In this paper, a face recognition implementation on a System on Chip (SoC), integrated with an FPGA, is presented. This implementation utilizes Local Binary Patterns Histograms to extract features from test face images and Manhattan distance to retrieve the correct match from the system's face database. The SoC utilized is a Zynq-7030. The feature extraction and the distance computations, between the database, are implemented on the FPGA. The ARM processor of the SoC is responsible for receiving the input stream and presenting the output result, using the acquired distances. Real-time face recognition, with an execution time of 8.6 ms and accuracy of 79%, is achieved through this implementation.",2016/5/23,['ai_keywords'],[],['facial recognition'],,,,,
28,/citations?view_op=view_citation&hl=en&user=RSKJehcAAAAJ&sortby=pubdate&citation_for_view=RSKJehcAAAAJ:1sJd4Hv_s6UC,search for the decay,"We present the first experimental search for the rare charm decay . It is based on an  collision sample consisting of  pairs of  mesons collected by the BESIII detector at , corresponding to an integrated luminosity of . A data-driven method is used to ensure the reliability of the background modeling. No significant  signal is observed in data and an upper limit of the branching fraction is set to be  at the 90% confidence level. This is the first experimental constraint on charmed-hadron decays into dineutrino final states.",2022/4/1,['ai_keywords'],[],['data driven'],,,,,
29,/citations?view_op=view_citation&hl=en&user=RSKJehcAAAAJ&sortby=pubdate&citation_for_view=RSKJehcAAAAJ:NMxIlDl6LWMC,detection of the diffuse supernova neutrino background with juno,"As an underground multi-purpose neutrino detector with 20 kton liquid scintillator, Jiangmen Underground Neutrino Observatory (JUNO) is competitive with and complementary to the water-Cherenkov detectors on the search for the diffuse supernova neutrino background (DSNB). Typical supernova models predict 2-4 events per year within the optimal observation window in the JUNO detector. The dominant background is from the neutral-current (NC) interaction of atmospheric neutrinos with 12C nuclei, which surpasses the DSNB by more than one order of magnitude. We evaluated the systematic uncertainty of NC background from the spread of a variety of data-driven models and further developed a method to determine NC background within 15\% with {\it {in}}{\it {situ}} measurements after ten years of running. Besides, the NC-like backgrounds can be effectively suppressed by the intrinsic pulse-shape discrimination (PSD) capabilities of liquid scintillators. In this talk, I will present in detail the improvements on NC background uncertainty evaluation, PSD discriminator development, and finally, the potential of DSNB sensitivity in JUNO.",2022,['ai_keywords'],[],['data driven'],,,,,
30,/citations?view_op=view_citation&hl=en&user=YhogBoEAAAAJ&sortby=pubdate&citation_for_view=YhogBoEAAAAJ:qjMakFHDy7sC,non-local tuning of quantum current fluctuations in multi-connected lattices with and without external reservoirs,"Fluctuations arising from non-commutative operators in Heisenberg's uncertainty relation are fundamental in quantum mechanics. The current operator J i, i+ 1 measures current between two lattice sites and does not commute with the interconnected current operator J i+ 1, i+ 2. This means the current fluctuations are correlated and proportional to J i, i+ 2. Quantum fluctuations of current are affected by the tunneling strength between the conjoining next-nearest-neighbor lattice sites. Open system and closed system methods are used to determine how the tunneling coefficient affects fluctuations for non-interacting and interacting fermions. Investigations illustrate a pure quantum current effect since the wave nature of quantum particles leads to non-local correlations.",2018,['ai_keywords'],[],['nearest neighbor'],,,,,
31,/citations?view_op=view_citation&hl=en&user=YujN82YAAAAJ&sortby=pubdate&citation_for_view=YujN82YAAAAJ:kNdYIx-mwKoC,a robust quantum memory for quantum networks,"Quantum networks are a promising technology with applications in quantum computation and communication. The key idea is to use photons to entangle network nodes, which contain data qubits that can robustly store and process quantum states. The size and complexity of current quantum network protocols are limited by the decoherence of the data qubits during the entanglement-link generation process [1, 2]. In this work, we introduce a new type of data qubit for quantum networks, consisting of a nearest-neighbours pair of C13 nuclear spins [3] in a diamond lattice. We show that this qubit provides an extremely coherent quantum memory, that is also robust to the optical entanglement links. This extended coherence is expected to enable a new generation of quantum network protocols.",2024/3/5,['ai_keywords'],[],['nearest neighbour'],,,,,
32,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:35N4QoGY0k4C,strategies for improving the distribution of random function outputs in gsgp," In the last years, different approaches have been proposed to introduce semantic information to genetic programming. In particular, the geometric semantic genetic programming (GSGP) and the interesting properties of its evolutionary operators have gotten the attention of the community. This paper is interested in the use of GSGP to solve symbolic regression problems, where semantics is defined by the output set generated by a given individual when applied to the training cases. In this scenario, both mutation and crossover operators defined with fitness function based on Manhattan distance use randomly built functions to generate offspring. However, the outputs of these random functions are not guaranteed to be uniformly distributed in the semantic space, as the functions are generated considering the syntactic space. We hypothesize that the non-uniformity of the semantics of these functions may bias …",2017,['ai_keywords'],[],['regression'],,,,,
33,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:9yKSN-GCB0IC,cscdr: um classificador baseado em seleção clonal com redução de células de memória,"O sistema imunológico dos vertebrados é extremamente complexo, sendo responsável por proteger o organismo contra agentes causadores de doenças. Para funcionar apropriadamente, é necessário que seus componentes reconheçam de forma eficaz os elementos patógenos, a fim de neutralizá-los, e também os elementos do próprio organismo, de forma a não reagirem a estes. Estas e outras características são similares àquelas exigidas em soluções para problemas de engenharia e computação. Desta forma, os sistemas imunológicos artificiais utilizam a contraparte biológica como metáfora para o desenvolvimento de diversas ferramentas computacionais utilizadas nas mais diversas tarefas. Esta dissertação utiliza os conceitos apresentados pelos sistemas imunológicos artificiais para o desenvolvimento de um novo algoritmo de aprendizado supervisionado, baseado principalmente no mecanismo de seleção clonal. O método proposto neste trabalho, denominado clonal selection classifier with data reduction (CSCDR), utiliza uma função de aptidão com base no número de classificações corretas e incorretas apresentadas por cada anticorpo. O algoritmo tenta maximizar este valor através do processo de seleção clonal, envolvendo mutação, maturação de afinidade e seleção dos melhores indivíduos, transformando a fase de treinamento em um problema de otimização. Isto leva a anticorpos com maior representatividade e, portanto, diminui a quantidade de protótipos gerados ao final do algoritmo. Experimentos em bases de dados sintéticas e bases de dados de problemas reais, utilizadas como benchmark para problemas de …",2012/8,['ai_keywords'],[],['classifier'],,,,,
34,/citations?view_op=view_citation&hl=en&user=c6bK3vUAAAAJ&sortby=pubdate&citation_for_view=c6bK3vUAAAAJ:J_g5lzvAfSwC,a dispersion operator for geometric semantic genetic programming,"Recent advances in geometric semantic genetic programming (GSGP) have shown that the results obtained by these methods can outperform those obtained by classical genetic programming algorithms, in particular in the context of symbolic regression. However, there are still many open issues on how to improve their search mechanism. One of these issues is how to get around the fact that the GSGP crossover operator cannot generate solutions that are placed outside the convex hull formed by the individuals of the current population. Although the mutation operator alleviates this problem, we cannot guarantee it will find promising regions of the search space within feasible computational time. In this direction, this paper proposes a new geometric dispersion operator that uses multiplicative factors to move individuals to less dense areas of the search space around the target solution before applying semantic …",2016/7/20,['ai_keywords'],[],['regression'],,,,,
